product_id,seller_id,product_name,category,subcategory,brand,unit_price,cost_price,stock_quantity,product_status,created_date,_dq_issue
P007897,S00074,Educational Learning Tablet - Pack of 2,Toys,Action Figures,Funskool,1236.58,820.3,729,Active,2020-12-11,
P003106,S00312,Cycling Helmet Combo,Sports & Fitness,Fitness Equipment,Cosco,10734.5,6174.49,725,Active,2023-05-09,
P007788,S00856,Football Size 5 Combo,Sports & Fitness,Yoga,SG,9954.87,6037.51,277,Discontinued,2025-03-21,
P000634,S00717,4K Action Camera,Electronics,Cameras,Boat,53335.83,33597.89,675,Discontinued,2025-11-09,
P009054,S00823,Cold Drink 2L Bottle (New Edition),Grocery,Snacks,Fortune,1742.96,1461.47,433,Active,2024-08-24,
P006267,S00184,Car Phone Mount Holder (New Edition),Automotive,Car Accessories,Bosch,5202.91,3770.64,522,Active,2020-10-06,
P007704,S00696,Instant Coffee Powder Combo,Grocery,Personal Care,Amul,2304.75,1733.25,212,Active,2023-02-16,
P008887,S00099,Men's Sports Sneakers Premium,Fashion,Accessories,Generic,2265.57,1842.75,1764,Discontinued,2024-11-25,
P003339,S00501,Men's Slim Fit Jeans Combo,Fashion,Watches,Adidas,4440.59,3276.31,110,Discontinued,2020-03-10,
P002694,S00405,Skipping Rope Combo,Sports & Fitness,Fitness Equipment,Yonex,9226.12,6306.79,403,Active,2021-11-16,
P006555,S00648,Men's Leather Formal Shoes Premium,Fashion,Watches,Van Heusen,3188.07,2225.43,554,Discontinued,2023-03-29,
P004328,S00690,Anti-Dandruff Shampoo (New Edition),Beauty & Personal Care,Makeup,Generic,1781.01,1024.68,773,Inactive,2019-07-21,
P008219,S00876,Herbal Health Tonic Combo,Health & Wellness,Medical Devices,HealthKart,4769.82,3121.42,688,Discontinued,2022-05-14,
P007032,S00789,Microfiber Car Cleaning Cloth,Automotive,Car Care,Studds,7805.45,5406.62,146,Inactive,2025-08-26,
P005143,S00015,Multigrain Cereal Premium,Grocery,Staples,Nestle,1644.96,1360.81,654,Active,2020-03-21,
P008982,S00233,Cold Drink 2L Bottle Premium,Grocery,Dairy,Fortune,507.88,288.93,1940,Active,2021-09-03,
P009176,S00930,Cotton Bedsheet Set - Pack of 2,Home & Kitchen,Kitchen Appliances,Generic,8528.7,4917.57,612,Active,2021-06-15,
P008533,S00520,Poetry Anthology Standard,Books,Children's Books,HarperCollins,654.59,375.6,280,Inactive,2023-02-01,
P000041,S00183,Bike Cover Waterproof,Automotive,Tools,Michelin,1010.32,849.8,1189,Discontinued,2022-05-23,
P007595,S00471,Bestselling Fiction Novel (New Edition),Books,Children's Books,Penguin,763.96,576.83,88,Inactive,2020-07-11,
P004455,S00062,Jigsaw Puzzle 500 Pieces Premium,Toys,Outdoor Toys,LEGO,2078.8,1490.28,1938,Active,2025-12-06,
P009174,S00518,Science Textbook - Pack of 2,Books,Children's Books,Scholastic,297.19,195.68,705,Discontinued,2021-04-21,
P002421,S00261,Wooden Puzzle Board Combo,Toys,Puzzles,LEGO,147.21,86.33,1075,Active,2025-04-13,
P000586,S00115,Beard Grooming Kit (New Edition),Beauty & Personal Care,Makeup,Generic,726.02,465.16,766,Inactive,2021-09-05,
P009595,S00121,Digital Blood Pressure Monitor Combo,Health & Wellness,Medical Devices,Patanjali,2835.35,1838.25,1242,Active,2026-07-28,
P000992,S00966,USB Type-C Fast Charger (New Edition),Electronics,Smart Watches,Boat,9248.48,6095.42,718,Active,2022-03-08,
P004537,S00195,Car Vacuum Cleaner Combo,Automotive,Car Accessories,3M,3175.42,2020.04,882,Active,2024-03-17,
P003096,S00784,HD Webcam,Electronics,Accessories,Boat,4007.48,3305.92,1544,Active,2020-06-28,
P004057,S00224,Cold Pressed Groundnut Oil Standard,Grocery,Staples,Haldiram's,2050.72,1417.28,1093,Active,2022-09-01,
P001315,S00747,Football Size 5 - Pack of 2,Sports & Fitness,Sportswear,Nivia,1927.7,1412.22,1616,Active,2021-08-15,
P008111,S00537,Car Dashboard Camera Combo,Automotive,Tools,Bosch,671.03,410.44,1171,Discontinued,2024-10-01,
P009188,S00961,4K Action Camera - Pack of 2,Electronics,Laptops,Generic,65598.01,46924.76,1107,Inactive,2020-06-03,
P003861,S00401,Men's Sports Sneakers - Pack of 2,Fashion,Men's Clothing,Puma,456.94,378.27,1753,Active,2023-01-23,
P000584,S00548,Resistance Bands Set,Sports & Fitness,Fitness Equipment,Cosco,4168.3,2761.8,1725,Active,2026-03-16,
P001904,S00920,Wireless Mouse Combo,Electronics,Laptops,Dell,54963.78,43745.36,972,Active,2019-07-22,
P005917,S00245,Wireless Bluetooth Headphones,Electronics,Headphones,Generic,79508.68,64214.96,1160,Active,2021-02-10,
P007156,S00375,Football Size 5 Premium,Sports & Fitness,Sportswear,Decathlon,11805.21,6748.46,741,Active,2026-01-20,
P005005,S00231,Herbal Face Wash (New Edition),Beauty & Personal Care,Haircare,Himalaya,884.17,678.99,287,Discontinued,2026-07-10,
P007654,S00071,Wooden Bookshelf (New Edition),Home & Kitchen,Furniture,Bajaj,4636.79,2983.72,186,Active,2022-12-20,
P005838,S00131,Wireless Bluetooth Headphones,Electronics,Accessories,Boat,43237.33,25596.56,112,Active,2020-11-19,
P004429,S00565,Wooden Puzzle Board Combo,Toys,Board Games,LEGO,172.83,146.57,1189,Active,2022-07-30,
P007609,S00593,Men's Slim Fit Jeans,Fashion,Men's Clothing,Puma,2018.23,1254.92,1717,Discontinued,2026-07-18,
P001097,S01000,Water Gun Toy - Pack of 2,Toys,Action Figures,Generic,2353.33,1761.19,574,Active,2024-10-29,
P004478,S00722,Men's Cotton Casual Shirt,Fashion,Accessories,Puma,1641.89,1033.01,1834,Active,2020-07-23,
P001642,S00103,Women's Denim Jacket (New Edition),Fashion,Accessories,Generic,4559.61,3407.72,1833,Active,2019-11-14,
P002402,S00425,Men's Slim Fit Jeans - Pack of 2,Fashion,Watches,Biba,2784.38,2033.13,1126,Active,2022-09-25,
P002050,S00431,Jigsaw Puzzle 500 Pieces Standard,Toys,Board Games,Generic,2524.01,1879.44,721,Active,2026-07-24,
P005469,S00359,Aloe Vera Gel Standard,Beauty & Personal Care,Makeup,WOW,342.18,193.99,1604,Inactive,2025-06-14,
P006293,S00562,Fish Oil Omega-3 Capsules Combo,Health & Wellness,Medical Devices,Himalaya,3409.26,1964.64,28,Active,2021-11-10,
P007449,S00825,Pulse Oximeter - Pack of 2,Health & Wellness,Ayurveda,Dabur,3820.99,2506.08,1000,Active,2025-06-02,
P007047,S00219,Thermometer Digital Combo,Health & Wellness,Supplements,Patanjali,3248.84,2492.29,1163,Active,2024-12-04,
P001593,S00905,Smartphone 128GB Storage Standard,Electronics,Laptops,JBL,15895.5,12554.93,310,Active,2025-10-14,
P005036,S00411,,Health & Wellness,Ayurveda,Generic,2349.38,1886.07,118,Inactive,2025-09-19,missing_product_name
P008295,S00796,Hair Growth Serum,Beauty & Personal Care,Personal Hygiene,Nivea,2041.02,1184.88,1370,Inactive,2022-02-28,
P005822,S00558,Herbal Face Wash - Pack of 2,Beauty & Personal Care,Skincare,Generic,506.09,427.81,1908,Active,2023-05-20,
P005292,S00711,Women's Denim Jacket (New Edition),Fashion,Men's Clothing,Adidas,1671.6,1310.67,378,Active,2022-03-16,
P002858,S00096,Digital Weighing Scale Standard,Health & Wellness,Ayurveda,Himalaya,2363.35,1703.04,1709,Active,2025-06-28,
P006806,S00413,Basmati Rice 5kg Premium,Grocery,Dairy,Amul,1586.03,1326.8,1036,Active,2023-02-19,
P000997,S00486,Anti-Dandruff Shampoo Standard,Beauty & Personal Care,Fragrances,Mamaearth,1894.75,1213.48,1558,Active,2021-02-19,
P004042,S00503,Jigsaw Puzzle 500 Pieces (New Edition),Toys,Action Figures,Funskool,1681.37,1357.09,1649,Active,2021-08-02,
P001497,S00491,Wireless Mouse,Electronics,Accessories,Boat,51610.4,39181.91,86,Active,2022-01-08,
P009388,S00500,Digital Blood Pressure Monitor Combo,Health & Wellness,Personal Health,Patanjali,1937.12,1549.44,539,Active,2026-05-14,
P003378,S00716,Men's Cotton Casual Shirt Standard,Fashion,Women's Clothing,Levis,1717.46,1089.82,1886,Inactive,2021-05-12,
P009668,S00017,Competitive Exam Guide Combo,Books,Non-Fiction,Rupa,571.35,360.71,1778,Active,2023-06-08,
P007514,S00205,Poetry Anthology Premium,Books,Comics,Penguin,153.32,127.54,1494,Inactive,2019-07-09,
P006492,S00363,Classic Comic Collection (New Edition),Books,Comics,Penguin,622.78,508.97,711,Discontinued,2024-07-05,
P009197,S00504,Herbal Face Wash Standard,Beauty & Personal Care,Haircare,Nivea,1039.45,809.55,536,Inactive,2025-05-15,
P000579,S00656,Business Strategy Book Standard,Books,Fiction,Scholastic,1228.27,753.79,412,Active,2022-04-08,
P004545,S00516,Cycling Helmet Combo,Sports & Fitness,Yoga,SG,11435.46,6984.33,59,Active,2024-11-09,
P008836,S00147,Moisturizing Body Lotion Standard,Beauty & Personal Care,Fragrances,WOW,2650.63,1704.34,1825,Active,2021-01-16,
P003656,S00986,Men's Sports Sneakers,Fashion,Women's Clothing,Roadster,3013.03,2171.13,1198,Active,2021-10-11,
P004059,S00171,Digital Blood Pressure Monitor Combo,Health & Wellness,Personal Health,Himalaya,4537.2,2825.35,1797,Active,2020-10-14,
P008537,S00283,Pulse Oximeter Standard,Health & Wellness,Personal Health,HealthKart,2486.33,1517.33,1505,Active,2023-05-27,
P002577,S00199,Cold Drink 2L Bottle Premium,Grocery,Snacks,Britannia,1105.55,639.48,106,Active,2023-08-10,
P007915,S00221,Poetry Anthology - Pack of 2,Books,Fiction,Penguin,147.21,115.86,1072,Active,2025-12-04,
P009221,S00606,Car Dashboard Camera Combo,Automotive,Car Accessories,3M,6755.14,4206.57,1697,Discontinued,2021-11-26,
P003459,S00782,Car Phone Mount Holder Premium,Automotive,Car Accessories,Generic,3155.92,1837.76,828,Inactive,2019-12-16,
P003926,S00971,Kids Tricycle,Toys,Outdoor Toys,LEGO,3734.68,2595.42,955,Inactive,2019-11-12,
P002702,S00776,Wireless Bluetooth Headphones Standard,Electronics,Smart Watches,Realme,58832.73,42543.31,1491,Active,2022-08-14,
P005289,S00651,Matte Lipstick,Beauty & Personal Care,Personal Hygiene,Lakme,1630.97,1081.11,1363,Active,2020-05-13,
P003501,S00483,Men's Cotton T-Shirt Combo,Fashion,Footwear,Adidas,2910.76,1871.32,1480,Inactive,2022-04-13,
P007411,S00896,Car Phone Mount Holder Combo,Automotive,Car Accessories,Bosch,2338.4,1884.75,1250,Active,2025-06-14,
P008291,S00564,Microfiber Car Cleaning Cloth (New Edition),Automotive,Tools,3M,1387.19,804.49,1239,Active,2020-06-03,
P001211,S00298,Cookbook Recipes Collection Standard,Books,Non-Fiction,Rupa,676.22,419.57,548,Active,2024-01-01,
P004260,S00925,Plastic Storage Containers Standard,Home & Kitchen,Furniture,Cello,6880.48,4546.33,1668,Active,2026-05-17,
P007011,S00607,Bike Cover Waterproof - Pack of 2,Automotive,Car Accessories,3M,3930.76,2194.5,857,Active,2021-04-04,
P005894,S00834,Illustrated Children's Story Book Standard,Books,Comics,Penguin,831.19,510.84,1400,Active,2026-02-15,
P007242,S00711,Portable Bluetooth Speaker (New Edition),Electronics,Accessories,Generic,45906.06,31292.37,1812,Active,2019-09-28,
P003148,S00960,Action Figure Superhero (New Edition),Toys,Action Figures,Hot Wheels,1050.08,577.94,1550,Active,2026-05-03,
P008185,S00701,Competitive Exam Guide Standard,Books,Fiction,Generic,329.28,260.37,1862,Inactive,2023-10-04,
P008009,S00932,Mixer Grinder Combo,Home & Kitchen,Home Decor,Milton,11241.88,6559.82,570,Active,2023-11-16,
P006785,S00692,Kids Tricycle (New Edition),Toys,Action Figures,Fisher-Price,3690.51,2064.79,1905,Active,2024-02-23,
P005923,S00085,Perfume Eau De Parfum - Pack of 2,Beauty & Personal Care,Makeup,Mamaearth,2221.53,1462.68,1854,Active,2023-05-13,
P006915,S00646,Wooden Bookshelf Premium,Home & Kitchen,Home Decor,Milton,11233.17,7221.23,1194,Active,2019-11-26,
P005516,S00617,Building Blocks Set Standard,Toys,Action Figures,LEGO,436.84,360.49,1725,Active,2020-03-01,
P005854,S00399,Men's Cotton Casual Shirt Combo,Fashion,Footwear,Puma,4861.42,3610.3,1973,Discontinued,2021-12-09,
P001605,S00696,4K Action Camera - Pack of 2,Electronics,Cameras,Boat,23667.42,19006.69,1404,Discontinued,2023-06-03,
P003390,S00543,Adjustable Dumbbell Set (New Edition),Sports & Fitness,Yoga,Yonex,4919.16,3923.43,273,Discontinued,2019-06-05,
P001875,S00033,Kids Tricycle Standard,Toys,Educational Toys,Funskool,478.81,309.01,1787,Active,2022-08-28,
P003940,S00647,First Aid Kit (New Edition),Health & Wellness,Ayurveda,Generic,1082.7,859.54,1135,Active,2022-10-08,
P008568,S00581,Cricket Bat Kashmir Willow,Sports & Fitness,Yoga,Cosco,3965.76,3298.72,778,Active,2023-09-26,
P003322,S00308,Matte Lipstick Premium,Beauty & Personal Care,Fragrances,Dove,1931.1,1318.81,1052,Active,2022-08-16,
P000388,S00127,Matte Lipstick Premium,Beauty & Personal Care,Haircare,Lakme,162.57,114.02,750,Active,2019-11-01,
P002980,S00473,Sunscreen SPF 50 Premium,Beauty & Personal Care,Fragrances,Nivea,2322.86,1303.41,52,Active,2023-10-08,
P006426,S00452,Soft Plush Teddy Bear Premium,Toys,Puzzles,Hot Wheels,2895.28,2056.92,1669,Active,2023-06-21,
P007665,S00376,Hair Growth Serum Standard,Beauty & Personal Care,Fragrances,Dove,2338.27,1442.89,1612,Active,2021-09-26,
P008697,S00440,Basmati Rice 5kg,Grocery,Snacks,Tata,2249.48,1659.87,996,Active,2023-04-14,
P002135,S00456,Sunscreen SPF 50 Combo,Beauty & Personal Care,Personal Hygiene,WOW,1921.62,1062.1,1511,Active,2020-12-11,
P000254,S00742,Business Strategy Book Premium,Books,Comics,Rupa,295.07,249.79,160,Active,2023-04-17,
P008770,S00083,Business Strategy Book (New Edition),Books,Comics,HarperCollins,1364.34,780.4,952,Active,2020-10-08,
P008386,S00477,Bike Cover Waterproof (New Edition),Automotive,Tools,Bosch,1004.02,639.65,1031,Active,2021-03-19,
P000222,S00849,Bike Cover Waterproof,Automotive,Tools,Michelin,7346.15,4287.67,1121,Discontinued,2021-09-06,
P006624,S00314,Classic Comic Collection Combo,Books,Fiction,HarperCollins,1207.66,714.41,464,Active,2024-10-07,
P001842,S00031,Camping Tent 2-Person Premium,Sports & Fitness,Outdoor Gear,Yonex,5238.83,3280.18,418,Active,2019-06-23,
P005222,S00497,Illustrated Children's Story Book,Books,Academic,Penguin,168.3,133.54,746,Active,2021-09-04,
P009560,S00966,Toor Dal 1kg,Grocery,Beverages,Haldiram's,453.25,279.29,1005,Inactive,2020-11-15,
P000743,S00660,Instant Coffee Powder Premium,Grocery,Snacks,Britannia,813.45,645.61,832,Inactive,2022-06-27,
P003352,S00892,Car Seat Cover Set (New Edition),Automotive,Bike Accessories,Generic,5967.03,3919.27,230,Active,2020-09-11,
P008469,S00601,Men's Sports Sneakers,Fashion,Watches,H&M,2923.75,2128.75,1583,Discontinued,2026-05-29,
P004622,S00281,Car Air Freshener,Automotive,Tools,3M,3866.69,2798.38,568,Inactive,2023-08-07,
P008272,S00032,Wall Clock - Pack of 2,Home & Kitchen,Cookware,Generic,4252.6,3241.42,949,Discontinued,2024-07-13,
P002116,S00292,Wooden Bookshelf,Home & Kitchen,Cookware,Milton,4653.32,2648.62,334,Active,2025-05-18,
P006343,S00659,Noise Cancelling Earbuds - Pack of 2,Electronics,Smart Watches,Boat,48773.9,27853.28,613,Active,2023-04-11,
P001105,S00199,Assorted Namkeen Pack Premium,Grocery,Beverages,Tata,974.83,807.56,602,Active,2021-05-24,
P002443,S00780,Masala Chai Tea Bags Standard,Grocery,Beverages,Tata,712.44,395.77,509,Active,2025-07-15,
P008837,S00458,Basmati Rice 5kg (New Edition),Grocery,Staples,Amul,2151.9,1194.17,188,Inactive,2019-11-08,
P005466,S00212,Women's Running Shoes (New Edition),Fashion,Men's Clothing,Roadster,872.15,541.85,747,Active,2024-01-10,
P005381,S00793,Herbal Health Tonic Standard,Health & Wellness,Supplements,Himalaya,1341.18,773.87,1158,Active,2025-02-04,
P000169,S00260,Gaming Laptop 15.6 inch Combo,Electronics,Headphones,Dell,79135.24,56416.24,74,Inactive,2021-07-22,
P003242,S00565,Cookbook Recipes Collection,Books,Comics,HarperCollins,634.73,487.75,1329,Active,2022-01-29,
P004561,S00493,Cotton Bedsheet Set (New Edition),Home & Kitchen,Cookware,Philips,5876.08,3474.28,1216,Active,2022-03-29,
P003372,S00439,Multigrain Cereal (New Edition),Grocery,Snacks,Nestle,734.16,568.72,1179,Active,2020-12-18,
P008642,S00326,USB Type-C Fast Charger - Pack of 2,Electronics,Cameras,Dell,54428.27,29959.61,514,Inactive,2023-11-19,duplicate_product_record
P008536,S00552,Women's Floral Printed Kurti Combo,Fashion,Men's Clothing,Puma,4752.91,2966.39,1131,Active,2022-10-05,
P004364,S00038,Cookbook Recipes Collection Combo,Books,Fiction,Penguin,245.08,182.6,232,Active,2020-10-27,
P006956,S00706,Masala Chai Tea Bags (New Edition),Grocery,Personal Care,Generic,1825.7,1099.6,537,Active,2020-05-23,
P005270,S00622,Poetry Anthology (New Edition),Books,Comics,Generic,803.08,600.06,539,Active,2022-01-20,
P009857,S00911,Men's Cotton Casual Shirt - Pack of 2,Fashion,Men's Clothing,Generic,3722.23,2454.66,443,Active,2021-11-17,
P001732,S00857,Cycling Helmet Premium,Sports & Fitness,Sportswear,Nivia,10780.13,8377.28,1676,Discontinued,2019-06-13,
P002171,S00264,Cold Pressed Groundnut Oil Combo,Grocery,Snacks,Generic,367.28,268.62,1819,Active,2024-03-27,
P000092,S00072,Wooden Bookshelf Standard,Home & Kitchen,Storage,Bajaj,11219.51,6630.2,565,Inactive,2024-01-25,
P000716,S00829,Kids Tricycle Combo,Toys,Educational Toys,Fisher-Price,2068.2,1474.07,1760,Active,2019-08-12,
P008672,S00058,Stainless Steel Water Bottle Standard,Home & Kitchen,Cookware,Bajaj,13984.27,10140.54,1297,Active,2019-06-06,
P001292,S00312,Board Game Family Pack - Pack of 2,Toys,Puzzles,Funskool,3016.99,2138.68,597,Inactive,2024-06-23,
P003618,S00295,4K Action Camera,Electronics,Smart Watches,Samsung,32414.95,23543.05,694,Inactive,2021-09-01,
P000252,S00578,Remote Control Car Premium,Unknown,Board Games,Funskool,3709.71,3041.2,1347,Active,2022-12-10,invalid_category
P001048,S00298,Digital Weighing Scale Standard,Health & Wellness,Supplements,Generic,145.87,117.56,769,Active,2023-11-22,
P004582,S00063,Whole Wheat Atta 10kg Combo,Grocery,Dairy,Fortune,1694.05,1396.51,1735,Active,2021-07-28,
P009559,S00184,Tyre Inflator Pump Combo,Automotive,Tools,Generic,7139.01,4581.69,1651,Active,2022-10-25,
P005818,S00111,Men's Sports Sneakers (New Edition),Fashion,Women's Clothing,Generic,449.66,286.52,1464,Active,2023-02-19,
P001951,S00071,Plastic Storage Containers Standard,Home & Kitchen,Home Decor,Philips,6108.3,4614.09,959,Inactive,2021-10-21,
P009566,S00111,Women's Running Shoes (New Edition),Fashion,Accessories,Roadster,3020.08,1795.49,576,Discontinued,2021-02-08,
P008715,S00061,HD Webcam Premium,Electronics,Cameras,Sony,56776.8,33772.43,1021,Active,2019-08-16,
P007737,S00806,Noise Cancelling Earbuds - Pack of 2,Electronics,Smart Watches,Generic,39994.41,33844.82,1733,Active,2025-04-03,
P003054,S00498,Women's Analog Wrist Watch Standard,Fashion,Footwear,Roadster,1020.74,602.62,154,Active,2025-05-17,
P003758,S00435,Body Deodorant Spray (New Edition),Beauty & Personal Care,Makeup,Dove,2042.02,1316.67,245,Active,2024-01-02,
P005265,S00881,Men's Slim Fit Jeans Combo,Fashion,Women's Clothing,Biba,2704.7,2213.02,632,Active,2023-06-10,
P007024,S00150,Masala Chai Tea Bags Standard,Grocery,Beverages,Haldiram's,2405.86,1877.48,48,Active,2020-12-27,
P001529,S00742,Noise Cancelling Earbuds (New Edition),Electronics,Cameras,HP,43726.47,25137.88,1701,Active,2020-06-20,
P009265,S00807,Remote Control Car (New Edition),Toys,Outdoor Toys,Hot Wheels,3570.68,2180.6,1433,Active,2024-03-14,
P007876,S00022,Men's Cotton T-Shirt (New Edition),Fashion,Accessories,Biba,2676.62,1728.72,267,Active,2020-03-12,
P006057,S00786,Women's Running Shoes Premium,Fashion,Footwear,H&M,4972.32,3594.65,1954,Inactive,2022-10-19,
P000922,S00767,Women's Denim Jacket - Pack of 2,Fashion,Men's Clothing,H&M,1563.67,958.31,815,Active,2019-06-27,
P007173,S00923,Board Game Family Pack - Pack of 2,Toys,Puzzles,Funskool,3879.56,2361.76,156,Active,2023-10-12,
P006122,S00711,Ceramic Dinner Set (New Edition),Home & Kitchen,Storage,Philips,13117.13,8257.59,716,Active,2022-08-05,
P000211,S00900,Men's Cotton Casual Shirt - Pack of 2,Fashion,Women's Clothing,Generic,2211.87,1836.98,974,Active,2021-08-25,
P002124,S00894,Illustrated Children's Story Book Standard,Books,Non-Fiction,HarperCollins,1490.11,912.01,1027,Active,2023-09-26,
P007603,S00531,Self-Help Motivational Book Premium,Books,Non-Fiction,Generic,914.99,552.53,778,Active,2025-09-07,
P002661,S00498,Competitive Exam Guide Standard,Books,Children's Books,Generic,225.99,135.0,605,Discontinued,2026-02-22,
P006000,S00715,Women's Denim Jacket Standard,Fashion,Watches,Van Heusen,4537.13,2857.69,1452,Active,2023-07-07,
P007471,S00943,Digital Weighing Scale Standard,Health & Wellness,Personal Health,Dabur,5645.73,3275.68,1091,Active,2024-02-17,
P001028,S00076,Biography of a Historical Figure,Books,Fiction,Scholastic,1081.66,809.97,976,Inactive,2021-03-09,
P003238,S00840,4K Action Camera Combo,Electronics,Smart Watches,Realme,45461.99,34835.79,1710,Active,2024-03-03,
P004503,S00955,Women's Floral Printed Kurti (New Edition),Fashion,Footwear,Biba,3010.45,1794.98,462,Active,2024-08-27,
P002917,S00011,Women's Floral Printed Kurti - Pack of 2,Fashion,Footwear,Allen Solly,575.82,369.79,921,Active,2020-05-26,
P002293,S00827,Electric Kettle Combo,Home & Kitchen,Cookware,Prestige,7195.92,4745.12,1462,Active,2023-10-07,
P009723,S00504,Biography of a Historical Figure (New Edition),Books,Fiction,HarperCollins,935.03,733.23,327,Active,2024-06-15,
P009921,S00586,Men's Cotton T-Shirt,Fashion,Watches,H&M,1794.72,1401.59,500,Active,2022-04-11,
P006300,S00317,Toor Dal 1kg,Grocery,Dairy,Fortune,253.91,207.46,547,Active,2025-02-13,
P000494,S00909,Football Size 5 (New Edition),Sports & Fitness,Outdoor Gear,Generic,7323.42,4896.71,911,Inactive,2023-06-27,
P004380,S00815,Beard Grooming Kit (New Edition),Beauty & Personal Care,Skincare,Generic,240.51,203.24,1154,Active,2019-08-15,
P007836,S00290,Cookbook Recipes Collection Standard,Books,Fiction,Rupa,940.49,676.37,1743,Inactive,2025-05-28,
P001353,S00483,Illustrated Children's Story Book Premium,Books,Academic,Penguin,1000.66,667.35,32,Discontinued,2022-06-30,
P004850,S00845,Matte Lipstick - Pack of 2,Beauty & Personal Care,Personal Hygiene,Mamaearth,963.13,759.26,1835,Inactive,2019-07-24,
P008511,S00942,Wooden Bookshelf Standard,Home & Kitchen,Home Decor,Cello,13067.9,7746.69,1687,Active,2025-02-16,
P008867,S00056,Men's Cotton T-Shirt Combo,Fashion,Women's Clothing,Levis,3281.61,1865.36,372,Inactive,2021-04-17,
P004795,S00873,Digital Blood Pressure Monitor - Pack of 2,Health & Wellness,Supplements,HealthKart,2120.91,1412.97,1746,Inactive,2024-11-08,
P002531,S00037,4K Action Camera Combo,Electronics,Laptops,Realme,54504.8,39350.43,1450,Inactive,2024-03-20,
P005531,S00508,LED Study Lamp,Home & Kitchen,Kitchen Appliances,Prestige,12252.96,8558.74,1827,Active,2020-11-28,
P002313,S00747,Cotton Bedsheet Set Combo,Home & Kitchen,Furniture,Milton,11268.48,6637.94,422,Active,2021-05-22,
P002681,S00798,Running Track Pants Standard,Sports & Fitness,Fitness Equipment,Nivia,1801.75,1041.91,562,Active,2019-10-03,
P001322,S00115,Protein Powder Supplement,Health & Wellness,Personal Health,Patanjali,3531.69,2854.81,1474,Inactive,2021-08-06,
P003672,S00542,Wooden Bookshelf Combo,Home & Kitchen,Kitchen Appliances,Cello,14569.82,9416.3,628,Inactive,2026-07-11,
P005890,S00458,Poetry Anthology Combo,Books,Children's Books,Generic,1242.11,850.4,503,Active,2025-07-09,
P003123,S00331,Biography of a Historical Figure (New Edition),Books,Non-Fiction,Penguin,295.89,197.44,1698,Active,2022-07-29,
P003788,S00488,Beard Grooming Kit - Pack of 2,Beauty & Personal Care,Haircare,Himalaya,404.91,238.51,394,Inactive,2022-07-02,
P004346,S00243,Perfume Eau De Parfum Standard,Beauty & Personal Care,Makeup,WOW,105.86,64.35,225,Inactive,2023-08-14,
P005430,S00822,LED Study Lamp Combo,Home & Kitchen,Cookware,Prestige,1441.55,882.1,1305,Active,2022-01-18,
P000417,S00026,Fish Oil Omega-3 Capsules Combo,Health & Wellness,Personal Health,Omron,4868.81,3441.37,780,Active,2020-01-18,
P005027,S00811,Ayurvedic Immunity Booster Standard,Health & Wellness,Supplements,Generic,2764.31,2106.92,1202,Active,2021-06-26,
P007936,S00952,Bike Riding Gloves - Pack of 2,Automotive,Car Care,Generic,3281.57,2284.75,1362,Inactive,2025-06-20,
P000283,S00702,Action Figure Superhero Standard,Toys,Educational Toys,Fisher-Price,2070.71,1446.37,1007,Active,2026-08-09,future_created_date
P001033,S00843,Illustrated Children's Story Book Standard,Books,Non-Fiction,Rupa,177.45,118.48,1527,Discontinued,2026-03-14,
P001068,S00198,Resistance Bands Set Combo,Sports & Fitness,Outdoor Gear,SG,3014.94,2538.72,1262,Active,2019-12-29,
P005754,S00673,Men's Slim Fit Jeans Combo,Fashion,Men's Clothing,Allen Solly,383.38,270.93,36,Active,2026-06-08,
P006008,S00032,Building Blocks Set,Toys,Educational Toys,Funskool,255.51,207.1,1957,Active,2022-05-10,
P007557,S00396,Noise Cancelling Earbuds - Pack of 2,Electronics,Headphones,Boat,58919.63,36280.61,1583,Active,2023-08-28,
P001443,S00741,Educational Learning Tablet (New Edition),Toys,Outdoor Toys,LEGO,1370.77,917.96,1085,Active,2021-11-05,
P001855,S00646,Men's Sports Sneakers - Pack of 2,Fashion,Men's Clothing,Allen Solly,3405.21,2546.35,1645,Active,2022-04-28,
P001621,S00855,Men's Sports Sneakers Standard,Fashion,Watches,Roadster,2987.49,2470.44,1210,Active,2022-05-20,
P002117,S00582,Sunscreen SPF 50 Combo,Beauty & Personal Care,Skincare,WOW,2819.15,2326.11,1582,Inactive,2020-09-01,
P001799,S00329,Car Air Freshener - Pack of 2,Automotive,Car Accessories,3M,7208.73,5003.03,533,Active,2023-06-27,
P004034,S00556,Soft Plush Teddy Bear,Toys,Outdoor Toys,Fisher-Price,2914.86,1811.04,1097,Inactive,2023-04-06,
P009277,S00561,Jigsaw Puzzle 500 Pieces (New Edition),Toys,Educational Toys,Funskool,2329.87,1290.98,1827,Discontinued,2022-11-02,
P005992,S00409,Wooden Bookshelf (New Edition),Home & Kitchen,Home Decor,Prestige,12466.93,10108.22,964,Active,2019-08-09,
P006456,S00934,Basmati Rice 5kg Combo,Grocery,Dairy,Nestle,1483.57,1221.51,917,Active,2023-07-29,
P008904,S00603,Matte Lipstick,Beauty & Personal Care,Fragrances,Nivea,1983.62,1359.54,89,Active,2024-05-12,
P009141,S00877,Moisturizing Body Lotion Premium,Beauty & Personal Care,Haircare,Dove,1872.14,1152.06,864,Active,2021-02-21,
